variant,DDT,M,S,run,seed,total_tardiness,decision_time_ms_mean
ns,1.5,20,3,7,7,1311.0,0.4272
ns,1.5,20,3,8,8,1346.0,0.4278
ns,1.5,20,3,9,9,1339.0,0.4229
ns,1.5,20,3,10,10,1245.0,0.4275
ns,1.5,20,3,11,11,1630.0,0.4253
ns,1.5,20,3,12,12,1345.0,0.4309
ns,1.5,20,3,13,13,1328.0,0.4238
ns,1.5,20,3,14,14,1644.0,0.4296
ns,1.5,20,3,15,15,1235.0,0.4207
ns,1.5,20,3,16,16,1261.0,0.4293
ns,1.5,20,3,17,17,1316.0,0.4263
ns,1.5,20,3,18,18,1696.0,0.4266
ns,1.5,20,3,19,19,1185.0,0.4205
ns,1.5,20,3,20,20,1202.0,0.4244
ns,1.5,20,3,21,21,1119.0,0.4253
ns,1.5,20,3,22,22,1144.0,0.4239
ns,1.5,20,3,23,23,1525.0,0.4258
ns,1.5,20,3,24,24,1215.0,0.4234
ns,1.5,20,3,25,25,1563.0,0.426
ns,1.5,20,3,26,26,1433.0,0.4299
ns,1.5,20,3,27,27,1289.0,0.4227
ns,1.5,20,3,28,28,1449.0,0.4262
ns,1.5,20,3,29,29,1111.0,0.4291
ns,1.5,20,5,0,0,5642.0,0.4282
ns,1.5,20,5,1,1,4650.0,0.4248
ns,1.5,20,5,2,2,5081.0,0.4238
ns,1.5,20,5,3,3,4293.0,0.4265
ns,1.5,20,5,4,4,5096.0,0.4248
ns,1.5,20,5,5,5,4818.0,0.4223
ns,1.5,20,5,6,6,3802.0,0.4217
ns,1.5,20,5,7,7,4749.0,0.419
ns,1.5,20,5,8,8,5682.0,0.4233
ns,1.5,20,5,9,9,4612.0,0.4291
ns,1.5,20,5,10,10,5280.0,0.4252
ns,1.5,20,5,11,11,5210.0,0.4209
ns,1.5,20,5,12,12,4170.0,0.4205
ns,1.5,20,5,13,13,4943.0,0.4239
ns,1.5,20,5,14,14,4476.0,0.4147
ns,1.5,20,5,15,15,4740.0,0.4205
ns,1.5,20,5,16,16,4482.0,0.4225
ns,1.5,20,5,17,17,4828.0,0.4186
ns,1.5,20,5,18,18,4410.0,0.4208
ns,1.5,20,5,19,19,6067.0,0.4243
ns,1.5,20,5,20,20,5482.0,0.4251
ns,1.5,20,5,21,21,4770.0,0.422
ns,1.5,20,5,22,22,4264.0,0.4208
ns,1.5,20,5,23,23,4081.0,0.4236
ns,1.5,20,5,24,24,5409.0,0.425
ns,1.5,20,5,25,25,5726.0,0.4217
ns,1.5,20,5,26,26,6516.0,0.4282
ns,1.5,20,5,27,27,4615.0,0.4299
ns,1.5,20,5,28,28,4367.0,0.4251
ns,1.5,20,5,29,29,4020.0,0.4244
nf,0.5,10,1,0,0,8471,0.4502
nf,0.5,10,1,1,1,8297,0.4475
nf,0.5,10,1,2,2,8780,0.449
nf,0.5,10,1,3,3,8510,0.4422
nf,0.5,10,1,4,4,9382,0.4365
nf,0.5,10,1,5,5,8684,0.4559
nf,0.5,10,1,6,6,9118,0.4429
nf,0.5,10,1,7,7,9657,0.4286
nf,0.5,10,1,8,8,8899,0.4385
nf,0.5,10,1,9,9,8818,0.454
nf,0.5,10,1,10,10,8729,0.4396
nf,0.5,10,1,11,11,8544,0.4449
nf,0.5,10,1,12,12,8724,0.448
nf,0.5,10,1,13,13,8848,0.4358
nf,0.5,10,1,14,14,8864,0.4383
nf,0.5,10,1,15,15,8729,0.4475
nf,0.5,10,1,16,16,8824,0.4298
nf,0.5,10,1,17,17,9040,0.4312
nf,0.5,10,1,18,18,8644,0.4348
nf,0.5,10,1,19,19,8930,0.4463
nf,0.5,10,1,20,20,8796,0.4362
nf,0.5,10,1,21,21,8389,0.4321
nf,0.5,10,1,22,22,8996,0.4364
nf,0.5,10,1,23,23,8620,0.4389
nf,0.5,10,1,24,24,8480,0.4466
nf,0.5,10,1,25,25,8709,0.4391
nf,0.5,10,1,26,26,8517,0.4423
nf,0.5,10,1,27,27,9095,0.4303
nf,0.5,10,1,28,28,8844,0.4375
nf,0.5,10,1,29,29,8227,0.4267
nf,0.5,10,3,0,0,151110,0.4649
nf,0.5,10,3,1,1,154842,0.4665
nf,0.5,10,3,2,2,149774,0.4831
nf,0.5,10,3,3,3,146959,0.4829
nf,0.5,10,3,4,4,144974,0.4778
nf,0.5,10,3,5,5,143570,0.479
nf,0.5,10,3,6,6,150937,0.4858
nf,0.5,10,3,7,7,143717,0.485
nf,0.5,10,3,8,8,144453,0.485
nf,0.5,10,3,9,9,148595,0.4783
nf,0.5,10,3,10,10,149047,0.4695
nf,0.5,10,3,11,11,147283,0.4852
nf,0.5,10,3,12,12,146796,0.4782
nf,0.5,10,3,13,13,153171,0.4868
nf,0.5,10,3,14,14,152945,0.4374
nf,0.5,10,3,15,15,152858,0.4327
nf,0.5,10,3,16,16,153533,0.4374
nf,0.5,10,3,17,17,147069,0.4645
nf,0.5,10,3,18,18,147541,0.4774
nf,0.5,10,3,19,19,144035,0.4602
nf,0.5,10,3,20,20,148531,0.4825
nf,0.5,10,3,21,21,147917,0.4576
nf,0.5,10,3,22,22,147670,0.4592
nf,0.5,10,3,23,23,146698,0.454
nf,0.5,10,3,24,24,146373,0.4558
nf,0.5,10,3,25,25,144845,0.4762
nf,0.5,10,3,26,26,150626,0.449
nf,0.5,10,3,27,27,148304,0.4511
nf,0.5,10,3,28,28,145202,0.4395
nf,0.5,10,3,29,29,150981,0.4349
nf,0.5,10,5,0,0,474816,0.44
nf,0.5,10,5,1,1,485362,0.4445
nf,0.5,10,5,2,2,474178,0.4573
nf,0.5,10,5,3,3,474165,0.4429
nf,0.5,10,5,4,4,466483,0.4387
nf,0.5,10,5,5,5,476291,0.4492
nf,0.5,10,5,6,6,482419,0.4419
nf,0.5,10,5,7,7,478316,0.4368
nf,0.5,10,5,8,8,482926,0.4359
nf,0.5,10,5,9,9,479004,0.4416
nf,0.5,10,5,10,10,474015,0.4462
nf,0.5,10,5,11,11,491140,0.4361
nf,0.5,10,5,12,12,480787,0.4376
nf,0.5,10,5,13,13,477963,0.4399
nf,0.5,10,5,14,14,470813,0.4409
nf,0.5,10,5,15,15,481414,0.4306
nf,0.5,10,5,16,16,478281,0.4379
nf,0.5,10,5,17,17,471815,0.4405
nf,0.5,10,5,18,18,462765,0.4421
nf,0.5,10,5,19,19,475042,0.4327
nf,0.5,10,5,20,20,479250,0.438
nf,0.5,10,5,21,21,469117,0.4418
nf,0.5,10,5,22,22,468731,0.4403
nf,0.5,10,5,23,23,476814,0.4285
nf,0.5,10,5,24,24,461694,0.4389
nf,0.5,10,5,25,25,478087,0.441
nf,0.5,10,5,26,26,479464,0.4423
nf,0.5,10,5,27,27,475200,0.4413
nf,0.5,10,5,28,28,479065,0.4451
nf,0.5,10,5,29,29,467346,0.4475
nf,0.5,15,1,0,0,12918,0.4414
nf,0.5,15,1,1,1,13125,0.4373
nf,0.5,15,1,2,2,13082,0.4368
nf,0.5,15,1,3,3,13528,0.4297
nf,0.5,15,1,4,4,12280,0.4157
nf,0.5,15,1,5,5,12310,0.4189
nf,0.5,15,1,6,6,12205,0.4213
nf,0.5,15,1,7,7,12725,0.4251
nf,0.5,15,1,8,8,12387,0.4252
nf,0.5,15,1,9,9,13024,0.4344
nf,0.5,15,1,10,10,13163,0.4272
nf,0.5,15,1,11,11,12578,0.4303
nf,0.5,15,1,12,12,12485,0.4277
nf,0.5,15,1,13,13,12826,0.431
nf,0.5,15,1,14,14,12452,0.4316
nf,0.5,15,1,15,15,12562,0.4404
nf,0.5,15,1,16,16,11727,0.4355
nf,0.5,15,1,17,17,13036,0.4407
nf,0.5,15,1,18,18,13443,0.4362
nf,0.5,15,1,19,19,12991,0.4348
nf,0.5,15,1,20,20,12680,0.4359
nf,0.5,15,1,21,21,12766,0.4774
nf,0.5,15,1,22,22,13026,0.4523
nf,0.5,15,1,23,23,12859,0.4446
nf,0.5,15,1,24,24,12659,0.4439
nf,0.5,15,1,25,25,12557,0.441
nf,0.5,15,1,26,26,12773,0.4552
nf,0.5,15,1,27,27,13069,0.4398
nf,0.5,15,1,28,28,12845,0.4259
nf,0.5,15,1,29,29,12993,0.4346
nf,0.5,15,3,0,0,70187,0.4399
nf,0.5,15,3,1,1,72200,0.4371
nf,0.5,15,3,2,2,72239,0.4317
nf,0.5,15,3,3,3,69919,0.4329
nf,0.5,15,3,4,4,72413,0.4391
nf,0.5,15,3,5,5,71136,0.4387
nf,0.5,15,3,6,6,70330,0.443
nf,0.5,15,3,7,7,72006,0.4373
nf,0.5,15,3,8,8,69391,0.4217
nf,0.5,15,3,9,9,73463,0.4222
nf,0.5,15,3,10,10,69058,0.4341
nf,0.5,15,3,11,11,71639,0.4308
nf,0.5,15,3,12,12,69812,0.4377
nf,0.5,15,3,13,13,70675,0.4367
nf,0.5,15,3,14,14,72659,0.4308
nf,0.5,15,3,15,15,70695,0.4378
nf,0.5,15,3,16,16,71888,0.4439
nf,0.5,15,3,17,17,72034,0.4285
nf,0.5,15,3,18,18,70257,0.417
nf,0.5,15,3,19,19,67183,0.4357
nf,0.5,15,3,20,20,72204,0.4299
nf,0.5,15,3,21,21,69320,0.4315
nf,0.5,15,3,22,22,67726,0.4421
nf,0.5,15,3,23,23,70470,0.4389
nf,0.5,15,3,24,24,69029,0.442
nf,0.5,15,3,25,25,68214,0.4479
nf,0.5,15,3,26,26,71702,0.4334
nf,0.5,15,3,27,27,70526,0.4193
nf,0.5,15,3,28,28,71625,0.4284
nf,0.5,15,3,29,29,68938,0.4314
nf,0.5,15,5,0,0,263421,0.4464
nf,0.5,15,5,1,1,264421,0.4405
nf,0.5,15,5,2,2,255578,0.4311
nf,0.5,15,5,3,3,255232,0.4387
nf,0.5,15,5,4,4,257280,0.4385
nf,0.5,15,5,5,5,257969,0.4385
nf,0.5,15,5,6,6,262685,0.4295
nf,0.5,15,5,7,7,262995,0.4383
nf,0.5,15,5,8,8,265528,0.4377
nf,0.5,15,5,9,9,262255,0.4393
nf,0.5,15,5,10,10,251408,0.4305
nf,0.5,15,5,11,11,256996,0.4291
nf,0.5,15,5,12,12,254473,0.4297
nf,0.5,15,5,13,13,256472,0.4345
nf,0.5,15,5,14,14,259031,0.4299
nf,0.5,15,5,15,15,258673,0.4349
nf,0.5,15,5,16,16,259584,0.44
nf,0.5,15,5,17,17,255266,0.44
nf,0.5,15,5,18,18,252708,0.4361
nf,0.5,15,5,19,19,259530,0.4392
nf,0.5,15,5,20,20,264006,0.441
nf,0.5,15,5,21,21,266677,0.4432
nf,0.5,15,5,22,22,263118,0.4339
nf,0.5,15,5,23,23,258006,0.4395
nf,0.5,15,5,24,24,260159,0.443
nf,0.5,15,5,25,25,260018,0.4467
nf,0.5,15,5,26,26,252906,0.4458
nf,0.5,15,5,27,27,265014,0.4502
nf,0.5,15,5,28,28,253467,0.4508
nf,0.5,15,5,29,29,255983,0.4501
nf,0.5,20,1,0,0,14236,0.4547
nf,0.5,20,1,1,1,13719,0.4601
nf,0.5,20,1,2,2,14045,0.4621
nf,0.5,20,1,3,3,14224,0.458
nf,0.5,20,1,4,4,14462,0.4546
nf,0.5,20,1,5,5,14323,0.4557
nf,0.5,20,1,6,6,14214,0.4598
nf,0.5,20,1,7,7,14093,0.4612
nf,0.5,20,1,8,8,14426,0.4523
nf,0.5,20,1,9,9,13638,0.4558
nf,0.5,20,1,10,10,13705,0.4552
nf,0.5,20,1,11,11,14252,0.4499
nf,0.5,20,1,12,12,13787,0.4504
nf,0.5,20,1,13,13,13611,0.4544
nf,0.5,20,1,14,14,13533,0.4555
nf,0.5,20,1,15,15,14791,0.4519
nf,0.5,20,1,16,16,13872,0.4569
nf,0.5,20,1,17,17,14234,0.4527
nf,0.5,20,1,18,18,14658,0.4575
nf,0.5,20,1,19,19,14154,0.4585
nf,0.5,20,1,20,20,14051,0.4555
nf,0.5,20,1,21,21,13975,0.4577
nf,0.5,20,1,22,22,14049,0.4587
nf,0.5,20,1,23,23,14557,0.4458
nf,0.5,20,1,24,24,14624,0.4488
nf,0.5,20,1,25,25,14854,0.4652
nf,0.5,20,1,26,26,13898,0.4622
nf,0.5,20,1,27,27,14084,0.4614
nf,0.5,20,1,28,28,14538,0.4733
nf,0.5,20,1,29,29,13545,0.4826
nf,0.5,20,3,0,0,97314,0.4627
nf,0.5,20,3,1,1,96647,0.4584
nf,0.5,20,3,2,2,97093,0.4797
nf,0.5,20,3,3,3,98724,0.4831
nf,0.5,20,3,4,4,100557,0.4803
nf,0.5,20,3,5,5,97313,0.4792
nf,0.5,20,3,6,6,98766,0.4976
nf,0.5,20,3,7,7,98402,0.4784
nf,0.5,20,3,8,8,97021,0.4655
nf,0.5,20,3,9,9,98571,0.4644
nf,0.5,20,3,10,10,96190,0.4706
nf,0.5,20,3,11,11,96738,0.4669
nf,0.5,20,3,12,12,94708,0.462
nf,0.5,20,3,13,13,97644,0.4753
nf,0.5,20,3,14,14,95048,0.4693
nf,0.5,20,3,15,15,101213,0.4666
nf,0.5,20,3,16,16,98493,0.466
nf,0.5,20,3,17,17,98708,0.4731
nf,0.5,20,3,18,18,93752,0.4664
nf,0.5,20,3,19,19,98508,0.4585
nf,0.5,20,3,20,20,98341,0.4553
nf,0.5,20,3,21,21,97284,0.4558
nf,0.5,20,3,22,22,98752,0.4626
nf,0.5,20,3,23,23,98032,0.4623
nf,0.5,20,3,24,24,99442,0.4716
nf,0.5,20,3,25,25,99489,0.4662
nf,0.5,20,3,26,26,98259,0.4723
nf,0.5,20,3,27,27,99168,0.4743
nf,0.5,20,3,28,28,94093,0.4741
nf,0.5,20,3,29,29,98146,0.4695
nf,0.5,20,5,0,0,32831,0.4233
nf,0.5,20,5,1,1,31209,0.422
nf,0.5,20,5,2,2,32304,0.4194
nf,0.5,20,5,3,3,33685,0.4159
nf,0.5,20,5,4,4,32037,0.4199
nf,0.5,20,5,5,5,32241,0.4224
nf,0.5,20,5,6,6,32876,0.4192
nf,0.5,20,5,7,7,33541,0.4179
nf,0.5,20,5,8,8,32956,0.4177
nf,0.5,20,5,9,9,31111,0.4168
nf,0.5,20,5,10,10,33001,0.4171
nf,0.5,20,5,11,11,34440,0.4151
nf,0.5,20,5,12,12,33188,0.4169
nf,0.5,20,5,13,13,30498,0.4137
nf,0.5,20,5,14,14,32731,0.4095
nf,0.5,20,5,15,15,32455,0.4092
nf,0.5,20,5,16,16,30940,0.4096
nf,0.5,20,5,17,17,32894,0.4203
nf,0.5,20,5,18,18,31556,0.4159
nf,0.5,20,5,19,19,32114,0.4232
nf,0.5,20,5,20,20,32844,0.4176
nf,0.5,20,5,21,21,33346,0.4183
nf,0.5,20,5,22,22,32405,0.4204
nf,0.5,20,5,23,23,35642,0.4173
nf,0.5,20,5,24,24,33011,0.4279
nf,0.5,20,5,25,25,32998,0.4206
nf,0.5,20,5,26,26,31751,0.457
nf,0.5,20,5,27,27,33371,0.4301
nf,0.5,20,5,28,28,32912,0.4283
nf,0.5,20,5,29,29,32050,0.4305
nf,1.0,10,1,0,0,11115,0.4482
nf,1.0,10,1,1,1,11471,0.4514
nf,1.0,10,1,2,2,12252,0.4415
nf,1.0,10,1,3,3,11887,0.4377
nf,1.0,10,1,4,4,13123,0.4373
nf,1.0,10,1,5,5,11498,0.4556
nf,1.0,10,1,6,6,12133,0.4562
nf,1.0,10,1,7,7,11855,0.4475
nf,1.0,10,1,8,8,12816,0.4376
nf,1.0,10,1,9,9,13849,0.4468
nf,1.0,10,1,10,10,11866,0.4429
nf,1.0,10,1,11,11,12431,0.4605
nf,1.0,10,1,12,12,12177,0.4539
nf,1.0,10,1,13,13,12105,0.4575
nf,1.0,10,1,14,14,11453,0.4556
nf,1.0,10,1,15,15,11615,0.4516
nf,1.0,10,1,16,16,12477,0.4475
nf,1.0,10,1,17,17,11699,0.4426
nf,1.0,10,1,18,18,11366,0.4341
nf,1.0,10,1,19,19,12200,0.434
nf,1.0,10,1,20,20,11147,0.443
nf,1.0,10,1,21,21,12085,0.4563
nf,1.0,10,1,22,22,11491,0.4576
nf,1.0,10,1,23,23,12246,0.4495
nf,1.0,10,1,24,24,12633,0.446
nf,1.0,10,1,25,25,11725,0.4414
nf,1.0,10,1,26,26,11983,0.4562
nf,1.0,10,1,27,27,12453,0.4644
nf,1.0,10,1,28,28,11812,0.4558
nf,1.0,10,1,29,29,11283,0.4591
nf,1.0,10,3,0,0,151106,0.4469
nf,1.0,10,3,1,1,146992,0.4337
nf,1.0,10,3,2,2,151914,0.4472
nf,1.0,10,3,3,3,151545,0.4422
nf,1.0,10,3,4,4,151487,0.4436
nf,1.0,10,3,5,5,148236,0.4451
nf,1.0,10,3,6,6,146449,0.4381
nf,1.0,10,3,7,7,149913,0.4338
nf,1.0,10,3,8,8,148439,0.4441
nf,1.0,10,3,9,9,151797,0.4418
nf,1.0,10,3,10,10,152496,0.445
nf,1.0,10,3,11,11,149633,0.4431
nf,1.0,10,3,12,12,150037,0.4356
nf,1.0,10,3,13,13,144034,0.4396
nf,1.0,10,3,14,14,153491,0.4379
nf,1.0,10,3,15,15,151369,0.4443
nf,1.0,10,3,16,16,152689,0.4425
nf,1.0,10,3,17,17,151745,0.4287
nf,1.0,10,3,18,18,148378,0.4168
nf,1.0,10,3,19,19,146568,0.4343
nf,1.0,10,3,20,20,155466,0.4431
nf,1.0,10,3,21,21,145261,0.4399
nf,1.0,10,3,22,22,147417,0.4431
nf,1.0,10,3,23,23,155710,0.4365
nf,1.0,10,3,24,24,149724,0.4429
nf,1.0,10,3,25,25,148671,0.4425
nf,1.0,10,3,26,26,146325,0.4559
nf,1.0,10,3,27,27,149722,0.4508
nf,1.0,10,3,28,28,151494,0.448
nf,1.0,10,3,29,29,150589,0.4372
nf,1.0,10,5,0,0,47120,0.4096
nf,1.0,10,5,1,1,50019,0.4094
nf,1.0,10,5,2,2,52617,0.4047
nf,1.0,10,5,3,3,50414,0.4139
nf,1.0,10,5,4,4,51023,0.4129
nf,1.0,10,5,5,5,51379,0.4148
nf,1.0,10,5,6,6,52867,0.4182
nf,1.0,10,5,7,7,55695,0.4097
nf,1.0,10,5,8,8,51364,0.4175
nf,1.0,10,5,9,9,49715,0.4136
nf,1.0,10,5,10,10,51682,0.42
nf,1.0,10,5,11,11,49243,0.4335
nf,1.0,10,5,12,12,51065,0.4452
nf,1.0,10,5,13,13,54009,0.4477
nf,1.0,10,5,14,14,54176,0.4189
nf,1.0,10,5,15,15,54992,0.4187
nf,1.0,10,5,16,16,54331,0.4265
nf,1.0,10,5,17,17,51909,0.4335
nf,1.0,10,5,18,18,49056,0.4252
nf,1.0,10,5,19,19,48509,0.4193
nf,1.0,10,5,20,20,50636,0.4109
nf,1.0,10,5,21,21,50987,0.4153
nf,1.0,10,5,22,22,51737,0.4142
nf,1.0,10,5,23,23,50378,0.4202
nf,1.0,10,5,24,24,52369,0.4202
nf,1.0,10,5,25,25,53453,0.4199
nf,1.0,10,5,26,26,51429,0.4251
nf,1.0,10,5,27,27,50387,0.4248
nf,1.0,10,5,28,28,53743,0.421
nf,1.0,10,5,29,29,50498,0.4285
nf,1.0,15,1,0,0,3858,0.4252
nf,1.0,15,1,1,1,3428,0.4159
nf,1.0,15,1,2,2,3934,0.432
nf,1.0,15,1,3,3,3306,0.4322
nf,1.0,15,1,4,4,3559,0.4245
nf,1.0,15,1,5,5,3417,0.4164
nf,1.0,15,1,6,6,3571,0.4273
nf,1.0,15,1,7,7,3657,0.4225
nf,1.0,15,1,8,8,3432,0.427
nf,1.0,15,1,9,9,3024,0.4173
nf,1.0,15,1,10,10,3463,0.4134
nf,1.0,15,1,11,11,3521,0.4275
nf,1.0,15,1,12,12,3545,0.4261
nf,1.0,15,1,13,13,3567,0.4226
nf,1.0,15,1,14,14,3383,0.4248
nf,1.0,15,1,15,15,3429,0.4173
nf,1.0,15,1,16,16,3510,0.4213
nf,1.0,15,1,17,17,3301,0.4311
nf,1.0,15,1,18,18,3670,0.424
nf,1.0,15,1,19,19,3305,0.4131
nf,1.0,15,1,20,20,3532,0.4109
nf,1.0,15,1,21,21,3544,0.4096
nf,1.0,15,1,22,22,3635,0.411
nf,1.0,15,1,23,23,3476,0.4073
nf,1.0,15,1,24,24,3517,0.4128
nf,1.0,15,1,25,25,3550,0.4087
nf,1.0,15,1,26,26,3657,0.4116
nf,1.0,15,1,27,27,3687,0.4186
nf,1.0,15,1,28,28,3491,0.4142
nf,1.0,15,1,29,29,3321,0.4144
nf,1.0,15,3,0,0,109721,0.4414
nf,1.0,15,3,1,1,110442,0.4368
nf,1.0,15,3,2,2,110389,0.4398
nf,1.0,15,3,3,3,107726,0.4398
nf,1.0,15,3,4,4,112307,0.4379
nf,1.0,15,3,5,5,107021,0.4512
nf,1.0,15,3,6,6,110867,0.4591
nf,1.0,15,3,7,7,106355,0.4565
nf,1.0,15,3,8,8,110772,0.4502
nf,1.0,15,3,9,9,108784,0.4577
nf,1.0,15,3,10,10,107727,0.4565
nf,1.0,15,3,11,11,107434,0.4567
nf,1.0,15,3,12,12,112999,0.4544
nf,1.0,15,3,13,13,109040,0.453
nf,1.0,15,3,14,14,108899,0.4556
nf,1.0,15,3,15,15,111633,0.4518
nf,1.0,15,3,16,16,108037,0.4522
nf,1.0,15,3,17,17,106135,0.4404
nf,1.0,15,3,18,18,107271,0.45
nf,1.0,15,3,19,19,110863,0.4458
nf,1.0,15,3,20,20,108651,0.4545
nf,1.0,15,3,21,21,109374,0.443
nf,1.0,15,3,22,22,110863,0.4438
nf,1.0,15,3,23,23,110838,0.4448
nf,1.0,15,3,24,24,108268,0.4394
nf,1.0,15,3,25,25,107888,0.4351
nf,1.0,15,3,26,26,110030,0.4342
nf,1.0,15,3,27,27,110048,0.441
nf,1.0,15,3,28,28,110447,0.449
nf,1.0,15,3,29,29,112560,0.4612
nf,1.0,15,5,0,0,475651,0.4677
nf,1.0,15,5,1,1,488978,0.469
nf,1.0,15,5,2,2,482169,0.4681
nf,1.0,15,5,3,3,483766,0.469
nf,1.0,15,5,4,4,486374,0.4569
nf,1.0,15,5,5,5,485713,0.4484
nf,1.0,15,5,6,6,473201,0.4539
nf,1.0,15,5,7,7,487743,0.468
nf,1.0,15,5,8,8,487388,0.4799
nf,1.0,15,5,9,9,476917,0.4769
nf,1.0,15,5,10,10,483987,0.4934
nf,1.0,15,5,11,11,491744,0.48
nf,1.0,15,5,12,12,485503,0.4764
nf,1.0,15,5,13,13,481290,0.4825
nf,1.0,15,5,14,14,483057,0.4793
nf,1.0,15,5,15,15,477631,0.4794
nf,1.0,15,5,16,16,481287,0.4808
nf,1.0,15,5,17,17,489119,0.4839
nf,1.0,15,5,18,18,488064,0.4768
nf,1.0,15,5,19,19,476962,0.482
nf,1.0,15,5,20,20,487129,0.4927
nf,1.0,15,5,21,21,485975,0.492
nf,1.0,15,5,22,22,483173,0.4922
nf,1.0,15,5,23,23,474724,0.4915
nf,1.0,15,5,24,24,498410,0.4881
nf,1.0,15,5,25,25,493790,0.4957
nf,1.0,15,5,26,26,491860,0.4951
nf,1.0,15,5,27,27,484655,0.4914
nf,1.0,15,5,28,28,491963,0.4944
nf,1.0,15,5,29,29,477401,0.4922
nf,1.0,20,1,0,0,4735,0.4456
nf,1.0,20,1,1,1,4682,0.4377
nf,1.0,20,1,2,2,4954,0.4449
nf,1.0,20,1,3,3,4851,0.4685
nf,1.0,20,1,4,4,4695,0.4486
nf,1.0,20,1,5,5,4759,0.4512
nf,1.0,20,1,6,6,4857,0.454
nf,1.0,20,1,7,7,4675,0.4546
nf,1.0,20,1,8,8,4769,0.4548
nf,1.0,20,1,9,9,5262,0.4456
nf,1.0,20,1,10,10,4612,0.4511
nf,1.0,20,1,11,11,4645,0.4274
nf,1.0,20,1,12,12,4487,0.4267
nf,1.0,20,1,13,13,4738,0.4268
nf,1.0,20,1,14,14,4639,0.4296
nf,1.0,20,1,15,15,4708,0.4467
nf,1.0,20,1,16,16,4536,0.4439
nf,1.0,20,1,17,17,4469,0.4483
nf,1.0,20,1,18,18,4709,0.4562
nf,1.0,20,1,19,19,4464,0.4403
nf,1.0,20,1,20,20,4592,0.444
nf,1.0,20,1,21,21,4570,0.4359
nf,1.0,20,1,22,22,4544,0.439
nf,1.0,20,1,23,23,4542,0.44
nf,1.0,20,1,24,24,4975,0.4551
nf,1.0,20,1,25,25,4762,0.4454
nf,1.0,20,1,26,26,4294,0.4534
nf,1.0,20,1,27,27,4901,0.457
nf,1.0,20,1,28,28,4377,0.4504
nf,1.0,20,1,29,29,4711,0.4615
nf,1.0,20,3,0,0,5825,0.4225
nf,1.0,20,3,1,1,5735,0.4214
nf,1.0,20,3,2,2,5856,0.4126
nf,1.0,20,3,3,3,5524,0.4098
nf,1.0,20,3,4,4,5862,0.4178
nf,1.0,20,3,5,5,5490,0.4177
nf,1.0,20,3,6,6,6090,0.4059
nf,1.0,20,3,7,7,5511,0.4174
nf,1.0,20,3,8,8,6004,0.4123
nf,1.0,20,3,9,9,5426,0.3941
nf,1.0,20,3,10,10,6348,0.4009
nf,1.0,20,3,11,11,5825,0.4057
nf,1.0,20,3,12,12,5650,0.4
nf,1.0,20,3,13,13,5826,0.4033
nf,1.0,20,3,14,14,5976,0.4113
nf,1.0,20,3,15,15,5549,0.4066
nf,1.0,20,3,16,16,5893,0.409
nf,1.0,20,3,17,17,5445,0.4131
nf,1.0,20,3,18,18,5711,0.4075
nf,1.0,20,3,19,19,5988,0.4079
nf,1.0,20,3,20,20,5939,0.4197
nf,1.0,20,3,21,21,5799,0.4101
nf,1.0,20,3,22,22,5553,0.4151
nf,1.0,20,3,23,23,5786,0.4057
nf,1.0,20,3,24,24,6305,0.4081
nf,1.0,20,3,25,25,5706,0.4137
nf,1.0,20,3,26,26,5712,0.4193
nf,1.0,20,3,27,27,5509,0.4132
nf,1.0,20,3,28,28,5770,0.4204
nf,1.0,20,3,29,29,5714,0.4217
nf,1.0,20,5,0,0,236942,0.4771
nf,1.0,20,5,1,1,234284,0.4717
nf,1.0,20,5,2,2,233802,0.4814
nf,1.0,20,5,3,3,224639,0.4737
nf,1.0,20,5,4,4,239515,0.4819
nf,1.0,20,5,5,5,234421,0.4764
nf,1.0,20,5,6,6,239737,0.4785
nf,1.0,20,5,7,7,234556,0.4738
nf,1.0,20,5,8,8,226113,0.4788
nf,1.0,20,5,9,9,230386,0.4735
nf,1.0,20,5,10,10,234846,0.4779
nf,1.0,20,5,11,11,236268,0.4735
nf,1.0,20,5,12,12,227177,0.51
nf,1.0,20,5,13,13,235117,0.478
nf,1.0,20,5,14,14,231149,0.4791
nf,1.0,20,5,15,15,226075,0.4734
nf,1.0,20,5,16,16,235904,0.4799
nf,1.0,20,5,17,17,229233,0.4769
nf,1.0,20,5,18,18,237794,0.4772
nf,1.0,20,5,19,19,231418,0.4741
nf,1.0,20,5,20,20,230878,0.4771
nf,1.0,20,5,21,21,232406,0.4799
nf,1.0,20,5,22,22,231470,0.4801
nf,1.0,20,5,23,23,232137,0.4815
nf,1.0,20,5,24,24,224206,0.4831
nf,1.0,20,5,25,25,230756,0.4863
nf,1.0,20,5,26,26,234601,0.4869
nf,1.0,20,5,27,27,234519,0.4827
nf,1.0,20,5,28,28,234701,0.4847
nf,1.0,20,5,29,29,236502,0.4872
nf,1.5,10,1,0,0,4855,0.4774
nf,1.5,10,1,1,1,4484,0.4727
nf,1.5,10,1,2,2,5213,0.4618
nf,1.5,10,1,3,3,4044,0.4667
nf,1.5,10,1,4,4,5333,0.4685
nf,1.5,10,1,5,5,5000,0.4635
nf,1.5,10,1,6,6,5729,0.4727
nf,1.5,10,1,7,7,4892,0.472
nf,1.5,10,1,8,8,4851,0.4672
nf,1.5,10,1,9,9,5598,0.4698
nf,1.5,10,1,10,10,4451,0.4747
nf,1.5,10,1,11,11,5093,0.4662
