DDT,M,S,run,event_index,n_kind_tasks,n_vars,solve_time_ms
1.5,15,3,6,1,91,716,6.4431
1.5,15,3,6,2,91,716,6.2054
1.5,15,3,7,0,91,716,6.0543
1.5,15,3,7,1,91,716,6.0363
1.5,15,3,7,2,91,716,6.6912
1.5,15,3,8,0,91,716,6.1178
1.5,15,3,8,1,91,716,6.191
1.5,15,3,8,2,91,716,5.9884
1.5,15,3,9,0,91,716,6.0767
1.5,15,3,9,1,91,716,6.3721
1.5,15,3,9,2,91,716,5.96
1.5,15,5,0,0,91,758,6.5201
1.5,15,5,0,1,91,758,6.2521
1.5,15,5,0,2,91,758,6.8401
1.5,15,5,0,3,91,758,6.6009
1.5,15,5,0,4,91,758,6.1742
1.5,15,5,1,0,91,758,6.6535
1.5,15,5,1,1,91,758,6.7048
1.5,15,5,1,2,91,758,6.3649
1.5,15,5,1,3,91,758,6.259
1.5,15,5,1,4,91,758,6.2163
1.5,15,5,2,0,91,758,6.431
1.5,15,5,2,1,91,758,7.8213
1.5,15,5,2,2,91,758,6.8939
1.5,15,5,2,3,91,758,6.5955
1.5,15,5,2,4,91,758,6.5488
1.5,15,5,3,0,91,758,7.8902
1.5,15,5,3,1,91,758,6.1838
1.5,15,5,3,2,91,758,6.2358
1.5,15,5,3,3,91,758,6.8434
1.5,15,5,3,4,91,758,6.8839
1.5,15,5,4,0,91,758,6.7132
1.5,15,5,4,1,91,758,6.3281
1.5,15,5,4,2,91,758,6.5322
1.5,15,5,4,3,91,758,6.2347
1.5,15,5,4,4,91,758,6.1838
1.5,15,5,5,0,91,758,6.2924
1.5,15,5,5,1,91,758,7.144
1.5,15,5,5,2,91,758,6.3544
1.5,15,5,5,3,91,758,5.8887
1.5,15,5,5,4,91,758,6.5719
1.5,15,5,6,0,91,758,6.4376
1.5,15,5,6,1,91,758,8.3404
1.5,15,5,6,2,91,758,6.6344
1.5,15,5,6,3,91,758,6.6925
1.5,15,5,6,4,91,758,6.4252
1.5,15,5,7,0,91,758,83.6732
1.5,15,5,7,1,91,758,7.021
1.5,15,5,7,2,91,758,6.3814
1.5,15,5,7,3,91,758,6.4514
1.5,15,5,7,4,91,758,6.3064
1.5,15,5,8,0,91,758,6.4466
1.5,15,5,8,1,91,758,6.8056
1.5,15,5,8,2,91,758,6.5892
1.5,15,5,8,3,91,758,6.2281
1.5,15,5,8,4,91,758,6.2563
1.5,15,5,9,0,91,758,6.5016
1.5,15,5,9,1,91,758,6.5259
1.5,15,5,9,2,91,758,7.2999
1.5,15,5,9,3,91,758,5.9732
1.5,15,5,9,4,91,758,7.7329
1.5,20,1,0,0,70,747,5.8345
1.5,20,1,1,0,70,747,5.9433
1.5,20,1,2,0,70,747,6.0313
1.5,20,1,3,0,70,747,6.2535
1.5,20,1,4,0,70,747,5.8639
1.5,20,1,5,0,70,747,6.7499
1.5,20,1,6,0,70,747,6.0061
1.5,20,1,7,0,70,747,5.9051
1.5,20,1,8,0,70,747,5.9277
1.5,20,1,9,0,70,747,6.0579
1.5,20,3,0,0,47,438,42.9519
1.5,20,3,0,1,47,438,3.3054
1.5,20,3,0,2,47,438,3.3628
1.5,20,3,1,0,47,438,3.1663
1.5,20,3,1,1,47,438,3.4051
1.5,20,3,1,2,47,438,3.324
1.5,20,3,2,0,47,438,3.1465
1.5,20,3,2,1,47,438,3.3782
1.5,20,3,2,2,47,438,3.2639
1.5,20,3,3,0,47,438,3.1419
1.5,20,3,3,1,47,438,3.5051
1.5,20,3,3,2,47,438,3.4935
1.5,20,3,4,0,47,438,3.3035
1.5,20,3,4,1,47,438,3.3139
1.5,20,3,4,2,47,438,3.3016
1.5,20,3,5,0,47,438,3.2158
1.5,20,3,5,1,47,438,3.4505
1.5,20,3,5,2,47,438,3.2918
1.5,20,3,6,0,47,438,3.1213
1.5,20,3,6,1,47,438,3.2711
1.5,20,3,6,2,47,438,3.3208
1.5,20,3,7,0,47,438,3.2358
1.5,20,3,7,1,47,438,3.3284
1.5,20,3,7,2,47,438,3.4183
1.5,20,3,8,0,47,438,3.8364
1.5,20,3,8,1,47,438,3.2817
1.5,20,3,8,2,47,438,3.3525
1.5,20,3,9,0,47,438,3.2787
1.5,20,3,9,1,47,438,3.4768
1.5,20,3,9,2,47,438,3.3189
1.5,20,5,0,0,40,388,3.1242
1.5,20,5,0,1,40,388,3.0265
1.5,20,5,0,2,40,388,2.8817
1.5,20,5,0,3,40,388,3.3885
1.5,20,5,0,4,40,388,3.3711
1.5,20,5,1,0,40,388,2.894
1.5,20,5,1,1,40,388,2.8425
1.5,20,5,1,2,40,388,2.965
1.5,20,5,1,3,40,388,2.9701
1.5,20,5,1,4,40,388,3.012
1.5,20,5,2,0,40,388,2.9489
1.5,20,5,2,1,40,388,2.8555
1.5,20,5,2,2,40,388,2.8246
1.5,20,5,2,3,40,388,3.094
1.5,20,5,2,4,40,388,3.018
1.5,20,5,3,0,40,388,2.8701
1.5,20,5,3,1,40,388,53.5918
1.5,20,5,3,2,40,388,2.8241
1.5,20,5,3,3,40,388,3.2426
1.5,20,5,3,4,40,388,3.0285
1.5,20,5,4,0,40,388,2.8624
1.5,20,5,4,1,40,388,2.906
1.5,20,5,4,2,40,388,2.815
1.5,20,5,4,3,40,388,3.1884
1.5,20,5,4,4,40,388,3.0571
1.5,20,5,5,0,40,388,3.0209
1.5,20,5,5,1,40,388,2.852
1.5,20,5,5,2,40,388,2.8038
1.5,20,5,5,3,40,388,3.0473
1.5,20,5,5,4,40,388,3.1723
1.5,20,5,6,0,40,388,2.9234
1.5,20,5,6,1,40,388,2.9361
1.5,20,5,6,2,40,388,3.0899
1.5,20,5,6,3,40,388,3.0639
1.5,20,5,6,4,40,388,3.5158
1.5,20,5,7,0,40,388,3.0154
1.5,20,5,7,1,40,388,2.9147
1.5,20,5,7,2,40,388,2.7968
1.5,20,5,7,3,40,388,3.0191
1.5,20,5,7,4,40,388,3.0064
1.5,20,5,8,0,40,388,2.8886
1.5,20,5,8,1,40,388,2.8175
1.5,20,5,8,2,40,388,2.7959
1.5,20,5,8,3,40,388,3.6508
1.5,20,5,8,4,40,388,2.9704
1.5,20,5,9,0,40,388,2.9068
1.5,20,5,9,1,40,388,65.3101
1.5,20,5,9,2,40,388,2.8731
1.5,20,5,9,3,40,388,3.0557
1.5,20,5,9,4,40,388,4.057
0.5,25,10,0,0,60,854,6.9366
0.5,25,10,0,1,60,854,6.8834
0.5,25,10,0,2,60,854,7.0664
0.5,25,10,0,3,60,854,7.5557
0.5,25,10,0,4,60,854,7.736
0.5,25,10,0,5,60,854,7.0299
0.5,25,10,0,6,60,854,6.587
0.5,25,10,0,7,60,854,7.0048
0.5,25,10,0,8,60,854,6.7032
0.5,25,10,0,9,60,854,7.2465
0.5,25,10,1,0,60,854,6.963
0.5,25,10,1,1,60,854,6.9383
0.5,25,10,1,2,60,854,9.0769
0.5,25,10,1,3,60,854,7.585
0.5,25,10,1,4,60,854,6.8845
0.5,25,10,1,5,60,854,8.3405
0.5,25,10,1,6,60,854,6.9381
0.5,25,10,1,7,60,854,7.2605
0.5,25,10,1,8,60,854,7.1379
0.5,25,10,1,9,60,854,6.6798
0.5,25,10,2,0,60,854,7.0431
0.5,25,10,2,1,60,854,7.0987
0.5,25,10,2,2,60,854,7.7535
0.5,25,10,2,3,60,854,7.3507
0.5,25,10,2,4,60,854,8.6345
0.5,25,10,2,5,60,854,7.1563
0.5,25,10,2,6,60,854,7.1721
0.5,25,10,2,7,60,854,7.4835
0.5,25,10,2,8,60,854,7.03
0.5,25,10,2,9,60,854,6.8169
0.5,25,10,3,0,60,854,7.1065
0.5,25,10,3,1,60,854,7.0003
0.5,25,10,3,2,60,854,7.6242
0.5,25,10,3,3,60,854,7.9541
0.5,25,10,3,4,60,854,9.3241
0.5,25,10,3,5,60,854,7.7889
0.5,25,10,3,6,60,854,7.0157
0.5,25,10,3,7,60,854,7.1991
0.5,25,10,3,8,60,854,6.6513
0.5,25,10,3,9,60,854,7.251
0.5,25,10,4,0,60,854,7.1294
0.5,25,10,4,1,60,854,6.8389
0.5,25,10,4,2,60,854,7.3918
0.5,25,10,4,3,60,854,7.7153
0.5,25,10,4,4,60,854,8.1178
0.5,25,10,4,5,60,854,7.0575
0.5,25,10,4,6,60,854,7.0477
0.5,25,10,4,7,60,854,8.7591
0.5,25,10,4,8,60,854,7.0883
0.5,25,10,4,9,60,854,11.125
0.5,25,10,5,0,60,854,7.0125
0.5,25,10,5,1,60,854,7.0895
0.5,25,10,5,2,60,854,6.8751
0.5,25,10,5,3,60,854,7.5886
0.5,25,10,5,4,60,854,8.1168
0.5,25,10,5,5,60,854,7.224
0.5,25,10,5,6,60,854,6.8375
0.5,25,10,5,7,60,854,6.8235
0.5,25,10,5,8,60,854,6.9509
0.5,25,10,5,9,60,854,8.1838
0.5,25,10,6,0,60,854,7.2095
0.5,25,10,6,1,60,854,7.0592
0.5,25,10,6,2,60,854,6.9508
0.5,25,10,6,3,60,854,7.5873
0.5,25,10,6,4,60,854,7.2221
0.5,25,10,6,5,60,854,7.074
0.5,25,10,6,6,60,854,7.0813
0.5,25,10,6,7,60,854,6.6512
0.5,25,10,6,8,60,854,7.2963
0.5,25,10,6,9,60,854,8.6689
0.5,25,10,7,0,60,854,6.9845
0.5,25,10,7,1,60,854,8.1793
0.5,25,10,7,2,60,854,7.4436
0.5,25,10,7,3,60,854,7.6311
0.5,25,10,7,4,60,854,6.9489
0.5,25,10,7,5,60,854,7.4048
0.5,25,10,7,6,60,854,6.8976
0.5,25,10,7,7,60,854,7.2719
0.5,25,10,7,8,60,854,7.3397
0.5,25,10,7,9,60,854,7.5066
0.5,25,10,8,0,60,854,7.2697
0.5,25,10,8,1,60,854,9.0406
0.5,25,10,8,2,60,854,7.4637
0.5,25,10,8,3,60,854,7.5567
0.5,25,10,8,4,60,854,7.28
0.5,25,10,8,5,60,854,7.0862
0.5,25,10,8,6,60,854,8.0842
0.5,25,10,8,7,60,854,6.8843
0.5,25,10,8,8,60,854,7.1505
0.5,25,10,8,9,60,854,6.4446
0.5,25,10,9,0,60,854,6.962
0.5,25,10,9,1,60,854,8.3432
0.5,25,10,9,2,60,854,7.1473
0.5,25,10,9,3,60,854,7.3171
0.5,25,10,9,4,60,854,7.3316
0.5,25,10,9,5,60,854,7.1168
0.5,25,10,9,6,60,854,6.7348
0.5,25,10,9,7,60,854,7.1801
0.5,25,10,9,8,60,854,6.6752
0.5,25,10,9,9,60,854,6.3445
0.5,25,8,0,0,111,1428,13.4857
0.5,25,8,0,1,111,1428,11.8392
0.5,25,8,0,2,111,1428,11.978
0.5,25,8,0,3,111,1428,12.0077
0.5,25,8,0,4,111,1428,12.2993
0.5,25,8,0,5,111,1428,12.4441
0.5,25,8,0,6,111,1428,11.7303
0.5,25,8,0,7,111,1428,11.4546
0.5,25,8,1,0,111,1428,13.3584
0.5,25,8,1,1,111,1428,12.7863
0.5,25,8,1,2,111,1428,11.9979
0.5,25,8,1,3,111,1428,12.146
0.5,25,8,1,4,111,1428,12.0341
0.5,25,8,1,5,111,1428,12.1735
0.5,25,8,1,6,111,1428,11.6815
0.5,25,8,1,7,111,1428,11.7956
0.5,25,8,2,0,111,1428,13.4031
0.5,25,8,2,1,111,1428,12.2972
0.5,25,8,2,2,111,1428,11.7289
0.5,25,8,2,3,111,1428,11.4
0.5,25,8,2,4,111,1428,12.3182
0.5,25,8,2,5,111,1428,12.1089
0.5,25,8,2,6,111,1428,11.7989
0.5,25,8,2,7,111,1428,12.488
0.5,25,8,3,0,111,1428,13.502
0.5,25,8,3,1,111,1428,11.76
0.5,25,8,3,2,111,1428,12.0895
0.5,25,8,3,3,111,1428,11.9911
0.5,25,8,3,4,111,1428,13.1582
0.5,25,8,3,5,111,1428,14.5413
0.5,25,8,3,6,111,1428,11.244
0.5,25,8,3,7,111,1428,13.6245
0.5,25,8,4,0,111,1428,14.0232
0.5,25,8,4,1,111,1428,11.7456
0.5,25,8,4,2,111,1428,11.8606
0.5,25,8,4,3,111,1428,12.3082
0.5,25,8,4,4,111,1428,12.398
0.5,25,8,4,5,111,1428,12.0919
0.5,25,8,4,6,111,1428,11.9641
0.5,25,8,4,7,111,1428,11.9571
0.5,25,8,5,0,111,1428,18.0794
0.5,25,8,5,1,111,1428,12.3445
0.5,25,8,5,2,111,1428,11.6481
0.5,25,8,5,3,111,1428,14.1319
0.5,25,8,5,4,111,1428,17.1066
0.5,25,8,5,5,111,1428,11.9674
0.5,25,8,5,6,111,1428,12.6294
0.5,25,8,5,7,111,1428,11.8391
0.5,25,8,6,0,111,1428,13.3603
0.5,25,8,6,1,111,1428,11.7511
0.5,25,8,6,2,111,1428,11.8153
0.5,25,8,6,3,111,1428,11.4404
0.5,25,8,6,4,111,1428,12.2913
0.5,25,8,6,5,111,1428,12.1174
0.5,25,8,6,6,111,1428,11.4106
0.5,25,8,6,7,111,1428,134.4297
0.5,25,8,7,0,111,1428,14.268
0.5,25,8,7,1,111,1428,12.5468
0.5,25,8,7,2,111,1428,11.5818
0.5,25,8,7,3,111,1428,11.1609
0.5,25,8,7,4,111,1428,12.3992
0.5,25,8,7,5,111,1428,11.8516
0.5,25,8,7,6,111,1428,12.3998
0.5,25,8,7,7,111,1428,11.9961
0.5,25,8,8,0,111,1428,13.4825
0.5,25,8,8,1,111,1428,11.4221
0.5,25,8,8,2,111,1428,13.4414
0.5,25,8,8,3,111,1428,11.6493
0.5,25,8,8,4,111,1428,11.9171
0.5,25,8,8,5,111,1428,12.2946
0.5,25,8,8,6,111,1428,12.9716
0.5,25,8,8,7,111,1428,11.467
0.5,25,8,9,0,111,1428,13.7423
0.5,25,8,9,1,111,1428,11.9299
0.5,25,8,9,2,111,1428,11.8322
0.5,25,8,9,3,111,1428,10.9421
0.5,25,8,9,4,111,1428,15.2873
0.5,25,8,9,5,111,1428,12.1459
0.5,25,8,9,6,111,1428,11.9961
0.5,25,8,9,7,111,1428,13.5834
0.5,30,10,0,0,96,1539,14.2569
0.5,30,10,0,1,96,1539,12.5749
0.5,30,10,0,2,96,1539,15.0369
0.5,30,10,0,3,96,1539,12.3326
0.5,30,10,0,4,96,1539,13.195
0.5,30,10,0,5,96,1539,12.7431
0.5,30,10,0,6,96,1539,107.2088
0.5,30,10,0,7,96,1539,13.817
0.5,30,10,0,8,96,1539,12.609
0.5,30,10,0,9,96,1539,12.5731
0.5,30,10,1,0,96,1539,12.6904
0.5,30,10,1,1,96,1539,12.8185
0.5,30,10,1,2,96,1539,14.5643
0.5,30,10,1,3,96,1539,12.2869
0.5,30,10,1,4,96,1539,12.5637
0.5,30,10,1,5,96,1539,13.915
0.5,30,10,1,6,96,1539,12.5359
0.5,30,10,1,7,96,1539,14.2862
0.5,30,10,1,8,96,1539,14.2845
0.5,30,10,1,9,96,1539,12.9065
0.5,30,10,2,0,96,1539,12.5769
0.5,30,10,2,1,96,1539,14.1266
0.5,30,10,2,2,96,1539,14.5423
0.5,30,10,2,3,96,1539,11.9172
0.5,30,10,2,4,96,1539,16.805
0.5,30,10,2,5,96,1539,12.7335
0.5,30,10,2,6,96,1539,14.6708
0.5,30,10,2,7,96,1539,13.014
0.5,30,10,2,8,96,1539,12.876
0.5,30,10,2,9,96,1539,18.0839
0.5,30,10,3,0,96,1539,12.6213
0.5,30,10,3,1,96,1539,13.4276
0.5,30,10,3,2,96,1539,13.9718
0.5,30,10,3,3,96,1539,15.6803
0.5,30,10,3,4,96,1539,12.935
0.5,30,10,3,5,96,1539,13.3004
0.5,30,10,3,6,96,1539,131.691
0.5,30,10,3,7,96,1539,12.4049
0.5,30,10,3,8,96,1539,11.8903
0.5,30,10,3,9,96,1539,13.0283
0.5,30,10,4,0,96,1539,12.8981
0.5,30,10,4,1,96,1539,12.7591
0.5,30,10,4,2,96,1539,12.3241
0.5,30,10,4,3,96,1539,12.505
0.5,30,10,4,4,96,1539,16.6527
0.5,30,10,4,5,96,1539,12.8659
0.5,30,10,4,6,96,1539,13.74
0.5,30,10,4,7,96,1539,12.824
0.5,30,10,4,8,96,1539,13.3561
0.5,30,10,4,9,96,1539,12.1412
0.5,30,10,5,0,96,1539,12.5676
0.5,30,10,5,1,96,1539,12.5141
0.5,30,10,5,2,96,1539,12.7339
0.5,30,10,5,3,96,1539,11.6674
0.5,30,10,5,4,96,1539,12.762
0.5,30,10,5,5,96,1539,12.7235
0.5,30,10,5,6,96,1539,11.4928
0.5,30,10,5,7,96,1539,13.445
0.5,30,10,5,8,96,1539,11.6605
0.5,30,10,5,9,96,1539,12.1967
0.5,30,10,6,0,96,1539,17.7697
0.5,30,10,6,1,96,1539,12.2866
0.5,30,10,6,2,96,1539,12.9798
0.5,30,10,6,3,96,1539,13.736
0.5,30,10,6,4,96,1539,12.8206
0.5,30,10,6,5,96,1539,16.8474
0.5,30,10,6,6,96,1539,12.0839
0.5,30,10,6,7,96,1539,13.012
0.5,30,10,6,8,96,1539,12.7914
0.5,30,10,6,9,96,1539,12.428
0.5,30,10,7,0,96,1539,12.8414
0.5,30,10,7,1,96,1539,13.3206
0.5,30,10,7,2,96,1539,12.951
0.5,30,10,7,3,96,1539,13.3251
0.5,30,10,7,4,96,1539,11.83
0.5,30,10,7,5,96,1539,12.4479
0.5,30,10,7,6,96,1539,12.0534
0.5,30,10,7,7,96,1539,13.0265
0.5,30,10,7,8,96,1539,12.4751
0.5,30,10,7,9,96,1539,12.4195
0.5,30,10,8,0,96,1539,12.7603
0.5,30,10,8,1,96,1539,13.0349
0.5,30,10,8,2,96,1539,14.5398
0.5,30,10,8,3,96,1539,13.2321
0.5,30,10,8,4,96,1539,13.4139
0.5,30,10,8,5,96,1539,12.7707
0.5,30,10,8,6,96,1539,12.4858
0.5,30,10,8,7,96,1539,12.3086
0.5,30,10,8,8,96,1539,12.4124
0.5,30,10,8,9,96,1539,12.7567
0.5,30,10,9,0,96,1539,12.6076
0.5,30,10,9,1,96,1539,12.5246
0.5,30,10,9,2,96,1539,14.1126
0.5,30,10,9,3,96,1539,13.4968
0.5,30,10,9,4,96,1539,12.0134
0.5,30,10,9,5,96,1539,12.747
0.5,30,10,9,6,96,1539,11.9645
0.5,30,10,9,7,96,1539,12.1452
0.5,30,10,9,8,96,1539,12.339
0.5,30,10,9,9,96,1539,12.3616
0.5,30,8,0,0,42,629,4.1293
0.5,30,8,0,1,42,629,4.9568
0.5,30,8,0,2,42,629,5.1832
0.5,30,8,0,3,42,629,5.0003
0.5,30,8,0,4,42,629,4.5464
0.5,30,8,0,5,42,629,5.4277
0.5,30,8,0,6,42,629,4.9401
0.5,30,8,0,7,42,629,4.165
0.5,30,8,1,0,42,629,4.1284
0.5,30,8,1,1,42,629,4.5921
0.5,30,8,1,2,42,629,5.599
0.5,30,8,1,3,42,629,6.4168
0.5,30,8,1,4,42,629,4.4567
0.5,30,8,1,5,42,629,5.3485
0.5,30,8,1,6,42,629,5.7127
0.5,30,8,1,7,42,629,4.3179
0.5,30,8,2,0,42,629,4.2207
0.5,30,8,2,1,42,629,4.5025
0.5,30,8,2,2,42,629,5.5604
0.5,30,8,2,3,42,629,5.8244
0.5,30,8,2,4,42,629,4.6848
0.5,30,8,2,5,42,629,5.3729
0.5,30,8,2,6,42,629,7.1588
0.5,30,8,2,7,42,629,4.2495
0.5,30,8,3,0,42,629,4.153
0.5,30,8,3,1,42,629,4.4442
0.5,30,8,3,2,42,629,5.3415
0.5,30,8,3,3,42,629,5.5863
0.5,30,8,3,4,42,629,4.8711
0.5,30,8,3,5,42,629,4.3805
0.5,30,8,3,6,42,629,5.2731
0.5,30,8,3,7,42,629,4.4572
0.5,30,8,4,0,42,629,4.1655
0.5,30,8,4,1,42,629,4.4778
0.5,30,8,4,2,42,629,5.3079
0.5,30,8,4,3,42,629,6.3785
0.5,30,8,4,4,42,629,4.5159
0.5,30,8,4,5,42,629,6.2147
0.5,30,8,4,6,42,629,4.766
0.5,30,8,4,7,42,629,4.1951
0.5,30,8,5,0,42,629,4.2562
0.5,30,8,5,1,42,629,4.5232
0.5,30,8,5,2,42,629,5.185
0.5,30,8,5,3,42,629,6.9347
0.5,30,8,5,4,42,629,5.039
0.5,30,8,5,5,42,629,6.1571
0.5,30,8,5,6,42,629,4.6958
0.5,30,8,5,7,42,629,4.8856
0.5,30,8,6,0,42,629,4.4569
0.5,30,8,6,1,42,629,4.7331
0.5,30,8,6,2,42,629,5.1727
0.5,30,8,6,3,42,629,6.244
0.5,30,8,6,4,42,629,4.9514
0.5,30,8,6,5,42,629,5.7074
0.5,30,8,6,6,42,629,5.8117
0.5,30,8,6,7,42,629,4.5313
0.5,30,8,7,0,42,629,4.0846
0.5,30,8,7,1,42,629,5.4239
0.5,30,8,7,2,42,629,4.8467
0.5,30,8,7,3,42,629,6.5863
0.5,30,8,7,4,42,629,5.3427
0.5,30,8,7,5,42,629,4.1625
0.5,30,8,7,6,42,629,5.6632
0.5,30,8,7,7,42,629,4.4075
0.5,30,8,8,0,42,629,4.0805
0.5,30,8,8,1,42,629,4.1201
0.5,30,8,8,2,42,629,5.3071
0.5,30,8,8,3,42,629,4.1435
0.5,30,8,8,4,42,629,4.5991
0.5,30,8,8,5,42,629,5.1337
0.5,30,8,8,6,42,629,4.8244
0.5,30,8,8,7,42,629,4.1291
0.5,30,8,9,0,42,629,4.0222
0.5,30,8,9,1,42,629,4.4271
0.5,30,8,9,2,42,629,5.4298
0.5,30,8,9,3,42,629,6.6226
0.5,30,8,9,4,42,629,4.9234
0.5,30,8,9,5,42,629,5.1402
0.5,30,8,9,6,42,629,5.8376
0.5,30,8,9,7,42,629,4.1371
0.5,40,10,0,0,73,1403,12.1009
0.5,40,10,0,1,73,1403,15.2976
0.5,40,10,0,2,73,1403,13.748
0.5,40,10,0,3,73,1403,19.849
0.5,40,10,0,4,73,1403,16.4624
0.5,40,10,0,5,73,1403,14.9776
0.5,40,10,0,6,73,1403,11.7662
0.5,40,10,0,7,73,1403,13.323
0.5,40,10,0,8,73,1403,12.062
0.5,40,10,0,9,73,1403,11.8913
0.5,40,10,1,0,73,1403,12.4811
0.5,40,10,1,1,73,1403,12.2115
0.5,40,10,1,2,73,1403,13.6151
0.5,40,10,1,3,73,1403,14.3388
0.5,40,10,1,4,73,1403,12.1181
0.5,40,10,1,5,73,1403,11.9661
0.5,40,10,1,6,73,1403,17.4457
0.5,40,10,1,7,73,1403,11.511
0.5,40,10,1,8,73,1403,11.5421
0.5,40,10,1,9,73,1403,11.8104
0.5,40,10,2,0,73,1403,12.0346
0.5,40,10,2,1,73,1403,15.5579
0.5,40,10,2,2,73,1403,12.8946
0.5,40,10,2,3,73,1403,12.9895
0.5,40,10,2,4,73,1403,12.8395
0.5,40,10,2,5,73,1403,11.9909
0.5,40,10,2,6,73,1403,91.8787
0.5,40,10,2,7,73,1403,11.9916
0.5,40,10,2,8,73,1403,12.3599
0.5,40,10,2,9,73,1403,12.2836
0.5,40,10,3,0,73,1403,12.0146
0.5,40,10,3,1,73,1403,13.854
0.5,40,10,3,2,73,1403,12.3612
0.5,40,10,3,3,73,1403,13.4137
0.5,40,10,3,4,73,1403,12.958
0.5,40,10,3,5,73,1403,14.1962
0.5,40,10,3,6,73,1403,13.8687
0.5,40,10,3,7,73,1403,11.9346
0.5,40,10,3,8,73,1403,13.1681
0.5,40,10,3,9,73,1403,11.3658
0.5,40,10,4,0,73,1403,12.1128
0.5,40,10,4,1,73,1403,11.9321
0.5,40,10,4,2,73,1403,11.7721
0.5,40,10,4,3,73,1403,13.6588
0.5,40,10,4,4,73,1403,13.5288
0.5,40,10,4,5,73,1403,15.0967
0.5,40,10,4,6,73,1403,15.0719
0.5,40,10,4,7,73,1403,12.4104
0.5,40,10,4,8,73,1403,12.804
0.5,40,10,4,9,73,1403,10.9566
0.5,40,10,5,0,73,1403,12.0024
0.5,40,10,5,1,73,1403,100.9609
0.5,40,10,5,2,73,1403,15.1618
0.5,40,10,5,3,73,1403,13.0549
0.5,40,10,5,4,73,1403,13.9601
0.5,40,10,5,5,73,1403,12.5679
0.5,40,10,5,6,73,1403,12.6476
0.5,40,10,5,7,73,1403,12.7892
0.5,40,10,5,8,73,1403,12.5744
0.5,40,10,5,9,73,1403,12.1978
0.5,40,10,6,0,73,1403,12.3105
0.5,40,10,6,1,73,1403,15.0189
0.5,40,10,6,2,73,1403,12.4082
0.5,40,10,6,3,73,1403,12.1379
0.5,40,10,6,4,73,1403,13.2558
0.5,40,10,6,5,73,1403,12.1451
0.5,40,10,6,6,73,1403,12.2206
0.5,40,10,6,7,73,1403,12.1479
0.5,40,10,6,8,73,1403,13.8287
0.5,40,10,6,9,73,1403,11.9105
0.5,40,10,7,0,73,1403,12.0644
0.5,40,10,7,1,73,1403,14.652
0.5,40,10,7,2,73,1403,15.4934
0.5,40,10,7,3,73,1403,13.1956
0.5,40,10,7,4,73,1403,12.8036
0.5,40,10,7,5,73,1403,14.6753
0.5,40,10,7,6,73,1403,11.3996
0.5,40,10,7,7,73,1403,12.4034
0.5,40,10,7,8,73,1403,12.0805
0.5,40,10,7,9,73,1403,11.6008
0.5,40,10,8,0,73,1403,12.0477
0.5,40,10,8,1,73,1403,12.6447
0.5,40,10,8,2,73,1403,12.7397
0.5,40,10,8,3,73,1403,12.6447
0.5,40,10,8,4,73,1403,12.7277
0.5,40,10,8,5,73,1403,11.7208
0.5,40,10,8,6,73,1403,12.3878
0.5,40,10,8,7,73,1403,11.3816
0.5,40,10,8,8,73,1403,10.9707
0.5,40,10,8,9,73,1403,11.9509
0.5,40,10,9,0,73,1403,13.054
0.5,40,10,9,1,73,1403,14.9703
0.5,40,10,9,2,73,1403,12.2162
0.5,40,10,9,3,73,1403,12.9467
0.5,40,10,9,4,73,1403,12.5748
0.5,40,10,9,5,73,1403,13.3456
0.5,40,10,9,6,73,1403,11.7511
0.5,40,10,9,7,73,1403,11.6157
0.5,40,10,9,8,73,1403,12.9254
0.5,40,10,9,9,73,1403,13.1639
0.5,40,8,0,0,112,2399,21.426
0.5,40,8,0,1,112,2399,21.0258
0.5,40,8,0,2,112,2399,19.9711
0.5,40,8,0,3,112,2399,20.1589
0.5,40,8,0,4,112,2399,18.8424
0.5,40,8,0,5,112,2399,19.1527
0.5,40,8,0,6,112,2399,18.8359
0.5,40,8,0,7,112,2399,20.1247
0.5,40,8,1,0,112,2399,20.1608
0.5,40,8,1,1,112,2399,20.9457
0.5,40,8,1,2,112,2399,19.6199
0.5,40,8,1,3,112,2399,19.8288
0.5,40,8,1,4,112,2399,18.3964
0.5,40,8,1,5,112,2399,119.8281
0.5,40,8,1,6,112,2399,19.8591
0.5,40,8,1,7,112,2399,20.0035
0.5,40,8,2,0,112,2399,20.4575
0.5,40,8,2,1,112,2399,21.3302
0.5,40,8,2,2,112,2399,20.4055
0.5,40,8,2,3,112,2399,18.8856
0.5,40,8,2,4,112,2399,20.3222
0.5,40,8,2,5,112,2399,19.3974
0.5,40,8,2,6,112,2399,19.354
0.5,40,8,2,7,112,2399,19.5723
0.5,40,8,3,0,112,2399,19.8213
0.5,40,8,3,1,112,2399,20.0262
0.5,40,8,3,2,112,2399,22.6329
0.5,40,8,3,3,112,2399,18.1191
0.5,40,8,3,4,112,2399,18.5432
0.5,40,8,3,5,112,2399,19.6851
0.5,40,8,3,6,112,2399,19.5584
0.5,40,8,3,7,112,2399,20.2323
0.5,40,8,4,0,112,2399,19.6372
0.5,40,8,4,1,112,2399,20.6164
0.5,40,8,4,2,112,2399,19.8531
0.5,40,8,4,3,112,2399,19.5561
0.5,40,8,4,4,112,2399,137.0618
0.5,40,8,4,5,112,2399,19.5059
0.5,40,8,4,6,112,2399,19.2855
0.5,40,8,4,7,112,2399,19.4559
0.5,40,8,5,0,112,2399,19.7572
0.5,40,8,5,1,112,2399,20.5181
