DDT,M,S,run,event_index,n_kind_tasks,n_vars,solve_time_ms
0.5,40,8,5,2,112,2399,19.8432
0.5,40,8,5,3,112,2399,19.8912
0.5,40,8,5,4,112,2399,18.4888
0.5,40,8,5,5,112,2399,30.4229
0.5,40,8,5,6,112,2399,18.0245
0.5,40,8,5,7,112,2399,19.3913
0.5,40,8,6,0,112,2399,19.8879
0.5,40,8,6,1,112,2399,21.0241
0.5,40,8,6,2,112,2399,19.1214
0.5,40,8,6,3,112,2399,19.6686
0.5,40,8,6,4,112,2399,19.0022
0.5,40,8,6,5,112,2399,18.1828
0.5,40,8,6,6,112,2399,17.9014
0.5,40,8,6,7,112,2399,19.2709
0.5,40,8,7,0,112,2399,20.2274
0.5,40,8,7,1,112,2399,21.4855
0.5,40,8,7,2,112,2399,21.1423
0.5,40,8,7,3,112,2399,21.6112
0.5,40,8,7,4,112,2399,19.185
0.5,40,8,7,5,112,2399,20.3948
0.5,40,8,7,6,112,2399,19.4856
0.5,40,8,7,7,112,2399,19.9749
0.5,40,8,8,0,112,2399,19.6949
0.5,40,8,8,1,112,2399,20.7168
0.5,40,8,8,2,112,2399,18.7058
0.5,40,8,8,3,112,2399,20.4521
0.5,40,8,8,4,112,2399,18.9356
0.5,40,8,8,5,112,2399,18.6599
0.5,40,8,8,6,112,2399,19.923
0.5,40,8,8,7,112,2399,19.2071
0.5,40,8,9,0,112,2399,19.6617
0.5,40,8,9,1,112,2399,19.4988
0.5,40,8,9,2,112,2399,20.5089
0.5,40,8,9,3,112,2399,19.346
0.5,40,8,9,4,112,2399,19.6902
0.5,40,8,9,5,112,2399,19.054
0.5,40,8,9,6,112,2399,19.9296
0.5,40,8,9,7,112,2399,19.9269
1.0,25,10,0,0,89,1101,9.8266
1.0,25,10,0,1,89,1101,10.3193
1.0,25,10,0,2,89,1101,9.4916
1.0,25,10,0,3,89,1101,9.8937
1.0,25,10,0,4,89,1101,10.3324
1.0,25,10,0,5,89,1101,10.011
1.0,25,10,0,6,89,1101,9.282
1.0,25,10,0,7,89,1101,10.6729
1.0,25,10,0,8,89,1101,12.5537
1.0,25,10,0,9,89,1101,9.6993
1.0,25,10,1,0,89,1101,9.857
1.0,25,10,1,1,89,1101,8.8994
1.0,25,10,1,2,89,1101,9.8014
1.0,25,10,1,3,89,1101,9.4171
1.0,25,10,1,4,89,1101,9.8959
1.0,25,10,1,5,89,1101,9.7165
1.0,25,10,1,6,89,1101,9.3168
1.0,25,10,1,7,89,1101,10.2756
1.0,25,10,1,8,89,1101,9.0868
1.0,25,10,1,9,89,1101,8.9746
1.0,25,10,2,0,89,1101,9.9776
1.0,25,10,2,1,89,1101,127.564
1.0,25,10,2,2,89,1101,9.4021
1.0,25,10,2,3,89,1101,10.0845
1.0,25,10,2,4,89,1101,9.6182
1.0,25,10,2,5,89,1101,9.5061
1.0,25,10,2,6,89,1101,9.4475
1.0,25,10,2,7,89,1101,9.6842
1.0,25,10,2,8,89,1101,9.6048
1.0,25,10,2,9,89,1101,11.1365
1.0,25,10,3,0,89,1101,9.8268
1.0,25,10,3,1,89,1101,9.5957
1.0,25,10,3,2,89,1101,12.8123
1.0,25,10,3,3,89,1101,9.488
1.0,25,10,3,4,89,1101,9.2196
1.0,25,10,3,5,89,1101,10.4396
1.0,25,10,3,6,89,1101,9.27
1.0,25,10,3,7,89,1101,9.8727
1.0,25,10,3,8,89,1101,9.5717
1.0,25,10,3,9,89,1101,10.1965
1.0,25,10,4,0,89,1101,9.7864
1.0,25,10,4,1,89,1101,9.793
1.0,25,10,4,2,89,1101,9.2691
1.0,25,10,4,3,89,1101,12.2768
1.0,25,10,4,4,89,1101,9.624
1.0,25,10,4,5,89,1101,8.8322
1.0,25,10,4,6,89,1101,9.1086
1.0,25,10,4,7,89,1101,9.1339
1.0,25,10,4,8,89,1101,9.7609
1.0,25,10,4,9,89,1101,9.6542
1.0,25,10,5,0,89,1101,9.8324
1.0,25,10,5,1,89,1101,9.4882
1.0,25,10,5,2,89,1101,9.6069
1.0,25,10,5,3,89,1101,9.2856
1.0,25,10,5,4,89,1101,9.2455
1.0,25,10,5,5,89,1101,10.3729
1.0,25,10,5,6,89,1101,9.7699
1.0,25,10,5,7,89,1101,9.9885
1.0,25,10,5,8,89,1101,144.4072
1.0,25,10,5,9,89,1101,10.7032
1.0,25,10,6,0,89,1101,9.5984
1.0,25,10,6,1,89,1101,9.7718
1.0,25,10,6,2,89,1101,11.063
1.0,25,10,6,3,89,1101,9.4945
1.0,25,10,6,4,89,1101,10.2924
1.0,25,10,6,5,89,1101,9.4817
1.0,25,10,6,6,89,1101,8.9863
1.0,25,10,6,7,89,1101,10.0722
1.0,25,10,6,8,89,1101,10.2858
1.0,25,10,6,9,89,1101,9.6827
1.0,25,10,7,0,89,1101,9.5709
1.0,25,10,7,1,89,1101,12.8835
1.0,25,10,7,2,89,1101,9.6847
1.0,25,10,7,3,89,1101,9.2212
1.0,25,10,7,4,89,1101,9.475
1.0,25,10,7,5,89,1101,10.9695
1.0,25,10,7,6,89,1101,11.0268
1.0,25,10,7,7,89,1101,9.489
1.0,25,10,7,8,89,1101,10.7634
1.0,25,10,7,9,89,1101,9.3654
1.0,25,10,8,0,89,1101,9.8396
1.0,25,10,8,1,89,1101,10.4641
1.0,25,10,8,2,89,1101,9.9061
1.0,25,10,8,3,89,1101,10.5806
1.0,25,10,8,4,89,1101,9.5288
1.0,25,10,8,5,89,1101,9.8992
1.0,25,10,8,6,89,1101,10.0244
1.0,25,10,8,7,89,1101,10.318
1.0,25,10,8,8,89,1101,9.4268
1.0,25,10,8,9,89,1101,9.3678
1.0,25,10,9,0,89,1101,9.7351
1.0,25,10,9,1,89,1101,9.96
1.0,25,10,9,2,89,1101,9.3217
1.0,25,10,9,3,89,1101,9.8052
1.0,25,10,9,4,89,1101,9.8555
1.0,25,10,9,5,89,1101,8.9762
1.0,25,10,9,6,89,1101,9.8362
1.0,25,10,9,7,89,1101,9.5883
1.0,25,10,9,8,89,1101,10.5865
1.0,25,10,9,9,89,1101,9.2441
1.0,25,8,0,0,69,945,7.7466
1.0,25,8,0,1,69,945,8.4657
1.0,25,8,0,2,69,945,8.8032
1.0,25,8,0,3,69,945,7.45
1.0,25,8,0,4,69,945,7.7997
1.0,25,8,0,5,69,945,105.9443
1.0,25,8,0,6,69,945,8.235
1.0,25,8,0,7,69,945,8.3823
1.0,25,8,1,0,69,945,7.6171
1.0,25,8,1,1,69,945,8.7693
1.0,25,8,1,2,69,945,8.4983
1.0,25,8,1,3,69,945,7.886
1.0,25,8,1,4,69,945,8.3675
1.0,25,8,1,5,69,945,8.8675
1.0,25,8,1,6,69,945,7.8794
1.0,25,8,1,7,69,945,7.6627
1.0,25,8,2,0,69,945,7.9108
1.0,25,8,2,1,69,945,7.9156
1.0,25,8,2,2,69,945,8.7397
1.0,25,8,2,3,69,945,8.0416
1.0,25,8,2,4,69,945,7.6159
1.0,25,8,2,5,69,945,8.4015
1.0,25,8,2,6,69,945,7.9882
1.0,25,8,2,7,69,945,7.855
1.0,25,8,3,0,69,945,7.8137
1.0,25,8,3,1,69,945,7.8301
1.0,25,8,3,2,69,945,8.2052
1.0,25,8,3,3,69,945,7.8766
1.0,25,8,3,4,69,945,7.4952
1.0,25,8,3,5,69,945,8.0603
1.0,25,8,3,6,69,945,7.9662
1.0,25,8,3,7,69,945,7.5278
1.0,25,8,4,0,69,945,7.7183
1.0,25,8,4,1,69,945,8.3959
1.0,25,8,4,2,69,945,8.4051
1.0,25,8,4,3,69,945,8.8009
1.0,25,8,4,4,69,945,7.3633
1.0,25,8,4,5,69,945,8.9287
1.0,25,8,4,6,69,945,7.8607
1.0,25,8,4,7,69,945,8.1532
1.0,25,8,5,0,69,945,7.9032
1.0,25,8,5,1,69,945,7.8439
1.0,25,8,5,2,69,945,7.7413
1.0,25,8,5,3,69,945,9.5397
1.0,25,8,5,4,69,945,8.5605
1.0,25,8,5,5,69,945,8.5027
1.0,25,8,5,6,69,945,7.781
1.0,25,8,5,7,69,945,7.9058
1.0,25,8,6,0,69,945,7.701
1.0,25,8,6,1,69,945,7.936
1.0,25,8,6,2,69,945,8.0537
1.0,25,8,6,3,69,945,8.0907
1.0,25,8,6,4,69,945,7.9354
1.0,25,8,6,5,69,945,7.6287
1.0,25,8,6,6,69,945,7.8778
1.0,25,8,6,7,69,945,7.7776
1.0,25,8,7,0,69,945,7.7532
1.0,25,8,7,1,69,945,7.9269
1.0,25,8,7,2,69,945,8.137
1.0,25,8,7,3,69,945,8.0109
1.0,25,8,7,4,69,945,7.923
1.0,25,8,7,5,69,945,7.5458
1.0,25,8,7,6,69,945,8.0955
1.0,25,8,7,7,69,945,7.4761
1.0,25,8,8,0,69,945,7.6209
1.0,25,8,8,1,69,945,7.8703
1.0,25,8,8,2,69,945,8.2561
1.0,25,8,8,3,69,945,8.1723
1.0,25,8,8,4,69,945,8.1824
1.0,25,8,8,5,69,945,7.6702
1.0,25,8,8,6,69,945,8.0088
1.0,25,8,8,7,69,945,7.7867
1.0,25,8,9,0,69,945,7.6583
1.0,25,8,9,1,69,945,8.0231
1.0,25,8,9,2,69,945,7.7906
1.0,25,8,9,3,69,945,7.7733
1.0,25,8,9,4,69,945,8.3311
1.0,25,8,9,5,69,945,7.5931
1.0,25,8,9,6,69,945,7.7846
1.0,25,8,9,7,69,945,7.5784
1.0,30,10,0,0,64,847,7.5542
1.0,30,10,0,1,64,847,8.0861
1.0,30,10,0,2,64,847,8.4608
1.0,30,10,0,3,64,847,7.4383
1.0,30,10,0,4,64,847,7.609
1.0,30,10,0,5,64,847,8.0709
1.0,30,10,0,6,64,847,7.3507
1.0,30,10,0,7,64,847,7.0992
1.0,30,10,0,8,64,847,7.0529
1.0,30,10,0,9,64,847,7.4677
1.0,30,10,1,0,64,847,7.8642
1.0,30,10,1,1,64,847,6.9946
1.0,30,10,1,2,64,847,7.942
1.0,30,10,1,3,64,847,7.131
1.0,30,10,1,4,64,847,7.2077
1.0,30,10,1,5,64,847,7.534
1.0,30,10,1,6,64,847,7.6595
1.0,30,10,1,7,64,847,7.862
1.0,30,10,1,8,64,847,7.2684
1.0,30,10,1,9,64,847,7.2691
1.0,30,10,2,0,64,847,7.7277
1.0,30,10,2,1,64,847,5.8634
1.0,30,10,2,2,64,847,6.6442
1.0,30,10,2,3,64,847,7.6262
1.0,30,10,2,4,64,847,7.4755
1.0,30,10,2,5,64,847,7.6528
1.0,30,10,2,6,64,847,7.5507
1.0,30,10,2,7,64,847,7.4586
1.0,30,10,2,8,64,847,7.1497
1.0,30,10,2,9,64,847,7.5076
1.0,30,10,3,0,64,847,7.8205
1.0,30,10,3,1,64,847,5.8171
1.0,30,10,3,2,64,847,7.7749
1.0,30,10,3,3,64,847,7.1666
1.0,30,10,3,4,64,847,8.4122
1.0,30,10,3,5,64,847,7.5909
1.0,30,10,3,6,64,847,7.331
1.0,30,10,3,7,64,847,7.1966
1.0,30,10,3,8,64,847,8.2726
1.0,30,10,3,9,64,847,7.552
1.0,30,10,4,0,64,847,7.8264
1.0,30,10,4,1,64,847,6.4253
1.0,30,10,4,2,64,847,7.0064
1.0,30,10,4,3,64,847,7.7983
1.0,30,10,4,4,64,847,7.2914
1.0,30,10,4,5,64,847,7.4367
1.0,30,10,4,6,64,847,7.5574
1.0,30,10,4,7,64,847,7.523
1.0,30,10,4,8,64,847,7.3375
1.0,30,10,4,9,64,847,7.177
1.0,30,10,5,0,64,847,7.7586
1.0,30,10,5,1,64,847,6.6815
1.0,30,10,5,2,64,847,6.1014
1.0,30,10,5,3,64,847,7.2307
1.0,30,10,5,4,64,847,7.3364
1.0,30,10,5,5,64,847,7.2774
1.0,30,10,5,6,64,847,7.9864
1.0,30,10,5,7,64,847,7.5411
1.0,30,10,5,8,64,847,7.5642
1.0,30,10,5,9,64,847,7.2718
1.0,30,10,6,0,64,847,7.6977
1.0,30,10,6,1,64,847,5.9375
1.0,30,10,6,2,64,847,7.8108
1.0,30,10,6,3,64,847,7.5543
1.0,30,10,6,4,64,847,7.912
1.0,30,10,6,5,64,847,7.3514
1.0,30,10,6,6,64,847,8.8742
1.0,30,10,6,7,64,847,8.0508
1.0,30,10,6,8,64,847,7.3414
1.0,30,10,6,9,64,847,8.1673
1.0,30,10,7,0,64,847,7.6387
1.0,30,10,7,1,64,847,5.85
1.0,30,10,7,2,64,847,7.3734
1.0,30,10,7,3,64,847,7.6344
1.0,30,10,7,4,64,847,7.8947
1.0,30,10,7,5,64,847,7.4106
1.0,30,10,7,6,64,847,7.9765
1.0,30,10,7,7,64,847,7.3981
1.0,30,10,7,8,64,847,7.388
1.0,30,10,7,9,64,847,7.9795
1.0,30,10,8,0,64,847,7.6988
1.0,30,10,8,1,64,847,5.7705
1.0,30,10,8,2,64,847,8.6512
1.0,30,10,8,3,64,847,7.5183
1.0,30,10,8,4,64,847,7.2667
1.0,30,10,8,5,64,847,7.5051
1.0,30,10,8,6,64,847,7.6297
1.0,30,10,8,7,64,847,7.2712
1.0,30,10,8,8,64,847,7.9623
1.0,30,10,8,9,64,847,7.6323
1.0,30,10,9,0,64,847,126.1942
1.0,30,10,9,1,64,847,5.7658
1.0,30,10,9,2,64,847,7.8426
1.0,30,10,9,3,64,847,7.3793
1.0,30,10,9,4,64,847,7.5582
1.0,30,10,9,5,64,847,7.5095
1.0,30,10,9,6,64,847,7.4845
1.0,30,10,9,7,64,847,7.4251
1.0,30,10,9,8,64,847,9.7115
1.0,30,10,9,9,64,847,7.3554
1.0,30,8,0,0,79,1340,11.3894
1.0,30,8,0,1,79,1340,10.6597
1.0,30,8,0,2,79,1340,10.8697
1.0,30,8,0,3,79,1340,10.3706
1.0,30,8,0,4,79,1340,10.8614
1.0,30,8,0,5,79,1340,11.052
1.0,30,8,0,6,79,1340,10.055
1.0,30,8,0,7,79,1340,10.8431
1.0,30,8,1,0,79,1340,11.0288
1.0,30,8,1,1,79,1340,12.093
1.0,30,8,1,2,79,1340,10.9685
1.0,30,8,1,3,79,1340,10.4098
1.0,30,8,1,4,79,1340,10.0415
1.0,30,8,1,5,79,1340,9.7725
1.0,30,8,1,6,79,1340,10.7071
1.0,30,8,1,7,79,1340,10.9816
1.0,30,8,2,0,79,1340,11.1446
1.0,30,8,2,1,79,1340,11.0314
1.0,30,8,2,2,79,1340,10.8794
1.0,30,8,2,3,79,1340,10.6561
1.0,30,8,2,4,79,1340,10.2194
1.0,30,8,2,5,79,1340,11.0434
1.0,30,8,2,6,79,1340,10.9661
1.0,30,8,2,7,79,1340,10.0539
1.0,30,8,3,0,79,1340,10.9809
1.0,30,8,3,1,79,1340,10.3438
1.0,30,8,3,2,79,1340,12.7817
1.0,30,8,3,3,79,1340,10.991
1.0,30,8,3,4,79,1340,11.21
1.0,30,8,3,5,79,1340,11.6736
1.0,30,8,3,6,79,1340,10.969
1.0,30,8,3,7,79,1340,11.0941
1.0,30,8,4,0,79,1340,11.169
1.0,30,8,4,1,79,1340,11.4358
1.0,30,8,4,2,79,1340,10.6428
1.0,30,8,4,3,79,1340,12.235
1.0,30,8,4,4,79,1340,10.3024
1.0,30,8,4,5,79,1340,10.612
1.0,30,8,4,6,79,1340,10.7599
1.0,30,8,4,7,79,1340,10.7939
1.0,30,8,5,0,79,1340,11.1251
1.0,30,8,5,1,79,1340,10.8385
1.0,30,8,5,2,79,1340,11.2789
1.0,30,8,5,3,79,1340,10.792
1.0,30,8,5,4,79,1340,11.5123
1.0,30,8,5,5,79,1340,9.6084
1.0,30,8,5,6,79,1340,9.7251
1.0,30,8,5,7,79,1340,10.2977
1.0,30,8,6,0,79,1340,11.0956
1.0,30,8,6,1,79,1340,11.006
1.0,30,8,6,2,79,1340,16.3153
1.0,30,8,6,3,79,1340,12.2697
1.0,30,8,6,4,79,1340,10.2862
1.0,30,8,6,5,79,1340,10.7608
1.0,30,8,6,6,79,1340,10.1821
1.0,30,8,6,7,79,1340,10.9062
1.0,30,8,7,0,79,1340,11.1912
1.0,30,8,7,1,79,1340,11.6866
1.0,30,8,7,2,79,1340,10.4512
1.0,30,8,7,3,79,1340,10.457
1.0,30,8,7,4,79,1340,10.7578
1.0,30,8,7,5,79,1340,10.613
1.0,30,8,7,6,79,1340,10.2441
1.0,30,8,7,7,79,1340,10.181
1.0,30,8,8,0,79,1340,11.0606
1.0,30,8,8,1,79,1340,11.5738
1.0,30,8,8,2,79,1340,10.8193
1.0,30,8,8,3,79,1340,10.5975
1.0,30,8,8,4,79,1340,10.1559
1.0,30,8,8,5,79,1340,11.6535
1.0,30,8,8,6,79,1340,10.4729
1.0,30,8,8,7,79,1340,10.2029
1.0,30,8,9,0,79,1340,10.968
1.0,30,8,9,1,79,1340,11.5883
1.0,30,8,9,2,79,1340,11.2927
1.0,30,8,9,3,79,1340,10.4551
1.0,30,8,9,4,79,1340,10.4582
1.0,30,8,9,5,79,1340,10.2702
1.0,30,8,9,6,79,1340,10.4105
1.0,30,8,9,7,79,1340,9.7496
1.0,40,10,0,0,68,1336,10.1838
1.0,40,10,0,1,68,1336,12.8375
1.0,40,10,0,2,68,1336,14.6035
1.0,40,10,0,3,68,1336,9.9016
1.0,40,10,0,4,68,1336,8.9649
1.0,40,10,0,5,68,1336,12.2503
1.0,40,10,0,6,68,1336,10.1224
1.0,40,10,0,7,68,1336,10.8255
1.0,40,10,0,8,68,1336,11.6266
1.0,40,10,0,9,68,1336,13.6605
1.0,40,10,1,0,68,1336,10.2874
1.0,40,10,1,1,68,1336,13.1272
1.0,40,10,1,2,68,1336,14.5279
1.0,40,10,1,3,68,1336,9.122
1.0,40,10,1,4,68,1336,8.2796
1.0,40,10,1,5,68,1336,12.2399
1.0,40,10,1,6,68,1336,11.5124
1.0,40,10,1,7,68,1336,10.9664
1.0,40,10,1,8,68,1336,11.1241
1.0,40,10,1,9,68,1336,8.1187
1.0,40,10,2,0,68,1336,10.1419
1.0,40,10,2,1,68,1336,11.7124
1.0,40,10,2,2,68,1336,13.8944
1.0,40,10,2,3,68,1336,12.4759
1.0,40,10,2,4,68,1336,10.3059
1.0,40,10,2,5,68,1336,12.2766
1.0,40,10,2,6,68,1336,10.9041
1.0,40,10,2,7,68,1336,12.003
1.0,40,10,2,8,68,1336,10.6309
1.0,40,10,2,9,68,1336,13.4045
1.0,40,10,3,0,68,1336,10.0231
1.0,40,10,3,1,68,1336,11.5647
1.0,40,10,3,2,68,1336,14.352
1.0,40,10,3,3,68,1336,11.1679
1.0,40,10,3,4,68,1336,11.0336
1.0,40,10,3,5,68,1336,9.8745
1.0,40,10,3,6,68,1336,13.8509
1.0,40,10,3,7,68,1336,11.004
1.0,40,10,3,8,68,1336,9.2917
1.0,40,10,3,9,68,1336,12.5504
1.0,40,10,4,0,68,1336,10.2117
1.0,40,10,4,1,68,1336,13.1547
1.0,40,10,4,2,68,1336,11.7571
1.0,40,10,4,3,68,1336,12.0077
1.0,40,10,4,4,68,1336,7.6027
1.0,40,10,4,5,68,1336,9.6946
1.0,40,10,4,6,68,1336,12.0731
1.0,40,10,4,7,68,1336,11.293
1.0,40,10,4,8,68,1336,10.9745
1.0,40,10,4,9,68,1336,12.8981
1.0,40,10,5,0,68,1336,12.6004
1.0,40,10,5,1,68,1336,11.0053
1.0,40,10,5,2,68,1336,11.5666
1.0,40,10,5,3,68,1336,12.9285
1.0,40,10,5,4,68,1336,8.9013
1.0,40,10,5,5,68,1336,11.0902
1.0,40,10,5,6,68,1336,11.4577
1.0,40,10,5,7,68,1336,10.4831
1.0,40,10,5,8,68,1336,11.7349
1.0,40,10,5,9,68,1336,13.6643
1.0,40,10,6,0,68,1336,10.0677
1.0,40,10,6,1,68,1336,11.6532
1.0,40,10,6,2,68,1336,13.6431
1.0,40,10,6,3,68,1336,8.2141
1.0,40,10,6,4,68,1336,8.5942
1.0,40,10,6,5,68,1336,9.337
1.0,40,10,6,6,68,1336,12.0616
1.0,40,10,6,7,68,1336,10.4901
1.0,40,10,6,8,68,1336,11.0397
1.0,40,10,6,9,68,1336,13.4791
1.0,40,10,7,0,68,1336,10.0351
1.0,40,10,7,1,68,1336,10.9265
1.0,40,10,7,2,68,1336,13.6792
1.0,40,10,7,3,68,1336,9.6366
1.0,40,10,7,4,68,1336,9.8568
1.0,40,10,7,5,68,1336,9.9086
1.0,40,10,7,6,68,1336,10.9674
1.0,40,10,7,7,68,1336,11.0397
1.0,40,10,7,8,68,1336,11.6031
1.0,40,10,7,9,68,1336,12.7063
1.0,40,10,8,0,68,1336,10.1931
1.0,40,10,8,1,68,1336,12.6308
1.0,40,10,8,2,68,1336,8.8237
1.0,40,10,8,3,68,1336,9.241
1.0,40,10,8,4,68,1336,10.2016
1.0,40,10,8,5,68,1336,10.6417
1.0,40,10,8,6,68,1336,9.7596
1.0,40,10,8,7,68,1336,13.7361
1.0,40,10,8,8,68,1336,8.8447
1.0,40,10,8,9,68,1336,10.0199
1.0,40,10,9,0,68,1336,9.8501
1.0,40,10,9,1,68,1336,12.7918
1.0,40,10,9,2,68,1336,14.2133
1.0,40,10,9,3,68,1336,13.8894
1.0,40,10,9,4,68,1336,9.3105
1.0,40,10,9,5,68,1336,9.2755
1.0,40,10,9,6,68,1336,11.2526
1.0,40,10,9,7,68,1336,12.8403
1.0,40,10,9,8,68,1336,10.8313
1.0,40,10,9,9,68,1336,9.0264
1.0,40,8,0,0,47,913,5.3523
1.0,40,8,0,1,47,913,6.8114
1.0,40,8,0,2,47,913,5.6245
1.0,40,8,0,3,47,913,5.9163
1.0,40,8,0,4,47,913,8.8339
1.0,40,8,0,5,47,913,5.6766
1.0,40,8,0,6,47,913,9.3958
1.0,40,8,0,7,47,913,6.0958
1.0,40,8,1,0,47,913,5.8745
1.0,40,8,1,1,47,913,6.8547
1.0,40,8,1,2,47,913,5.8154
1.0,40,8,1,3,47,913,5.57
1.0,40,8,1,4,47,913,6.7948
1.0,40,8,1,5,47,913,6.1367
1.0,40,8,1,6,47,913,6.58
1.0,40,8,1,7,47,913,6.3981
1.0,40,8,2,0,47,913,5.3484
1.0,40,8,2,1,47,913,6.864
1.0,40,8,2,2,47,913,5.8982
1.0,40,8,2,3,47,913,5.6379
1.0,40,8,2,4,47,913,10.1508
1.0,40,8,2,5,47,913,5.7113
1.0,40,8,2,6,47,913,5.7513
1.0,40,8,2,7,47,913,7.2643
1.0,40,8,3,0,47,913,5.2657
1.0,40,8,3,1,47,913,7.1428
1.0,40,8,3,2,47,913,5.8737
1.0,40,8,3,3,47,913,5.5197
1.0,40,8,3,4,47,913,7.9884
1.0,40,8,3,5,47,913,5.672
1.0,40,8,3,6,47,913,5.8724
1.0,40,8,3,7,47,913,10.3569
1.0,40,8,4,0,47,913,5.4927
1.0,40,8,4,1,47,913,7.0799
1.0,40,8,4,2,47,913,5.8461
1.0,40,8,4,3,47,913,5.7962
1.0,40,8,4,4,47,913,6.6943
1.0,40,8,4,5,47,913,5.8962
1.0,40,8,4,6,47,913,5.8819
1.0,40,8,4,7,47,913,7.1567
1.0,40,8,5,0,47,913,5.319
1.0,40,8,5,1,47,913,6.6888
1.0,40,8,5,2,47,913,6.2156
1.0,40,8,5,3,47,913,5.4878
1.0,40,8,5,4,47,913,6.9696
1.0,40,8,5,5,47,913,5.641
1.0,40,8,5,6,47,913,5.8057
1.0,40,8,5,7,47,913,6.1149
1.0,40,8,6,0,47,913,5.4377
1.0,40,8,6,1,47,913,7.0994
1.0,40,8,6,2,47,913,5.7818
1.0,40,8,6,3,47,913,5.598
1.0,40,8,6,4,47,913,14.6226
1.0,40,8,6,5,47,913,5.6978
1.0,40,8,6,6,47,913,8.2796
1.0,40,8,6,7,47,913,7.7062
1.0,40,8,7,0,47,913,5.4474
1.0,40,8,7,1,47,913,7.1087
1.0,40,8,7,2,47,913,5.8023
1.0,40,8,7,3,47,913,5.6728
1.0,40,8,7,4,47,913,6.5703
1.0,40,8,7,5,47,913,6.0728
1.0,40,8,7,6,47,913,5.8063
1.0,40,8,7,7,47,913,7.8687
1.0,40,8,8,0,47,913,5.2369
1.0,40,8,8,1,47,913,6.5577
1.0,40,8,8,2,47,913,5.7291
1.0,40,8,8,3,47,913,5.5124
1.0,40,8,8,4,47,913,6.3974
1.0,40,8,8,5,47,913,5.4663
1.0,40,8,8,6,47,913,5.8106
1.0,40,8,8,7,47,913,7.0309
1.0,40,8,9,0,47,913,5.2983
1.0,40,8,9,1,47,913,6.6727
1.0,40,8,9,2,47,913,5.7255
1.0,40,8,9,3,47,913,5.6275
1.0,40,8,9,4,47,913,6.4579
1.0,40,8,9,5,47,913,5.6129
1.0,40,8,9,6,47,913,5.7545
1.0,40,8,9,7,47,913,6.1858
1.5,25,10,0,0,55,727,7.063
1.5,25,10,0,1,55,727,6.3301
1.5,25,10,0,2,55,727,7.2037
1.5,25,10,0,3,55,727,6.4035
1.5,25,10,0,4,55,727,6.1187
1.5,25,10,0,5,55,727,6.0427
1.5,25,10,0,6,55,727,8.011
1.5,25,10,0,7,55,727,5.9163
1.5,25,10,0,8,55,727,6.4963
1.5,25,10,0,9,55,727,6.1065
1.5,25,10,1,0,55,727,6.8755
1.5,25,10,1,1,55,727,6.8253
1.5,25,10,1,2,55,727,5.9892
1.5,25,10,1,3,55,727,6.595
1.5,25,10,1,4,55,727,7.5536
1.5,25,10,1,5,55,727,5.4736
1.5,25,10,1,6,55,727,6.0906
1.5,25,10,1,7,55,727,6.3164
1.5,25,10,1,8,55,727,6.0429
1.5,25,10,1,9,55,727,7.6883
1.5,25,10,2,0,55,727,7.048
1.5,25,10,2,1,55,727,8.2012
1.5,25,10,2,2,55,727,6.1708
1.5,25,10,2,3,55,727,6.3655
1.5,25,10,2,4,55,727,8.2121
1.5,25,10,2,5,55,727,6.5216
1.5,25,10,2,6,55,727,5.912
1.5,25,10,2,7,55,727,5.9235
1.5,25,10,2,8,55,727,6.4825
1.5,25,10,2,9,55,727,6.2916
1.5,25,10,3,0,55,727,6.8548
1.5,25,10,3,1,55,727,6.4623
1.5,25,10,3,2,55,727,5.8869
1.5,25,10,3,3,55,727,6.3566
1.5,25,10,3,4,55,727,7.7817
1.5,25,10,3,5,55,727,6.0785
1.5,25,10,3,6,55,727,6.8342
1.5,25,10,3,7,55,727,6.4758
1.5,25,10,3,8,55,727,6.7265
1.5,25,10,3,9,55,727,6.6187
1.5,25,10,4,0,55,727,6.8992
1.5,25,10,4,1,55,727,6.8944
1.5,25,10,4,2,55,727,7.0742
1.5,25,10,4,3,55,727,6.4979
1.5,25,10,4,4,55,727,7.7777
1.5,25,10,4,5,55,727,5.9438
1.5,25,10,4,6,55,727,7.6502
1.5,25,10,4,7,55,727,5.9612
1.5,25,10,4,8,55,727,6.2183
1.5,25,10,4,9,55,727,6.4438
1.5,25,10,5,0,55,727,6.8009
1.5,25,10,5,1,55,727,6.7529
1.5,25,10,5,2,55,727,6.7549
1.5,25,10,5,3,55,727,6.661
1.5,25,10,5,4,55,727,6.3872
1.5,25,10,5,5,55,727,6.1308
1.5,25,10,5,6,55,727,6.086
1.5,25,10,5,7,55,727,5.9593
1.5,25,10,5,8,55,727,6.5365
1.5,25,10,5,9,55,727,6.4613
1.5,25,10,6,0,55,727,6.8445
1.5,25,10,6,1,55,727,6.7307
1.5,25,10,6,2,55,727,6.8567
1.5,25,10,6,3,55,727,8.6653
1.5,25,10,6,4,55,727,6.726
1.5,25,10,6,5,55,727,6.174
1.5,25,10,6,6,55,727,6.2328
1.5,25,10,6,7,55,727,5.9217
1.5,25,10,6,8,55,727,6.4825
1.5,25,10,6,9,55,727,105.6638
1.5,25,10,7,0,55,727,6.8496
1.5,25,10,7,1,55,727,8.5099
1.5,25,10,7,2,55,727,6.0378
1.5,25,10,7,3,55,727,6.1099
1.5,25,10,7,4,55,727,7.9739
